Content,Sentiment
"Mình đi vào dịp lễ nên giá phòng hơi cao. Phòng thoáng nhưng vòi sen trong phòng tắm hơi cũ, nước yếu làm mình không thoải mái.",0
"Khách sạn chỉ ngang motel. Cũ kỷ và không có thang máy, không có bữa sáng nào. Thực tế khách sạn này không có sao như booking đã ghi 2 sao. Giá quá mắc so với những gì ks cung cấp cho khách. Xa chợ và điểm tham quan.",0
"1. Trả xe máy trễ 1 tiếng phải đóng tiền thuê của cả ngày. Tụi mình thuê xe cả buổi sáng, đáng ra phải trả lúc 12h nhưng do về trễ nên tụi mình trả xe lúc 1h. Vậy là bị charge tiền thuê cho cả ngày. Mình thấy như vậy ko hợp lý.2. Toalet của phòng tụi mình thuê bị hư cái đấm cửa. Mình nghĩ khách sạn nên thay đi, ko thì quả bất tiện.3. Phòng của tụi mình có mùi ẩm khó chịu. đặc biệt là mền gối. Mình nghĩ khách sạn nên rút kinh nghiệm dọn phòng sạch sẽ trước khi khách check-in.",0
"Phòng ngủ chật chội, sát cạnh toalet. Giá để khăn, quần áo trong phòng tắm hư, không vệ sinh phòng khi đã qua ngày. Không có thang máy khách phải tự sách vali lên  lầu 2. Rất xa chợ trong khi quảng cáo là 5 phút đi bộ.",0
"phòng sơn quá tối, các màu không hợp với nhau, nhìn màu sơn phòng thấy thảm hại thật, nhóm chúng tôi toàn kiến trúc sư trẻ nhìn màu sơn mà thấy nản thật, ở sứ lạnh mà màu sơn toàn tông lạnh, trần thì sơn màu xám là phòng tối dễ sợĐèn thì thì chỉ có mỗi bóng 1.2m làm sao đủ cường độ sáng để làm việc được, tivi thì khá nhỏ cho phòng 6 người, ổ điện thì quá ít, ít ra mỗi giường phải có 1 ổ điện, ks nên trang bị thêm 1 số móc quần áo để khách sử dụng, chứ 7-8 con người mà có vài cái móc thì ko biết treo đồ ở đâu hết.Không gian để xe trước ks nhỏ quá, cảm giác hơi thiếu an toàn, vì ko có người trong coi, nhân viên thì nói để xe đó khóa kỹ vào thì được...nếu đi bằng xe ô tô thì không biết đậu xe đâu nữa.",0
Nếu đi xe máy ra chợ thì hơi cực do phải đi đường vòng (hoặc do mình chưa rành đường nên mới thế).,0
"Phòng chưa được sạch, cửa sổ kê giấy tạm bợ, guider book rất thủ công, khăn tắm cũ và không sạch, k/s k có mini bar, truyền hình cũ mèm",0
"Màn che thu ánh sáng, nắng sớm ko ngủ nuớng đượcm",0
không có bồn tắm,0
giá quy đổi USD sang VND hơi cao. Phòng vệ sinh không có vòi Hang.Điện thoại trong phòng không sử dụng được...,0
Máy nước nóng của ks hay bị hư,0
"Máy nước nóng phòng mình ở bị hư. Lúc có, lúc không. Mình phải tắm nước lạnh 2 lần",0
11h đóng cửa là sớm so vs những chỗ khác,0
Phòng không cách âm,0
Phòng gia đình vì cố ghép  3 giường trong diện tích chật chội nên không thoải mái. Chưa tiện nghi và phòng nhỏ hơi ngộp,0
K co thang may,0
wifi không được ổn định.,0
"Wifi yếu, lầu 3 không bắt được sóng wifi.",0
Wifi hơi yếu,0
Khách sạn xa khu trung tâm nên không đi bộ ra Hồ Xuân Hương hay chợ được,0
"Chỗ để xe ô tô không có, để ở ngoài cảm giác không an toàn.",0
Tôi hài lòng tất cả.,0
Hơi xa trung tâm,0
"Hồ bơi nhỏ, phòng duluxe có bồn tắm nhưng thực tế là không. Phòng mình 902",0
Thẻ từ bị lỗi,0
"Nước nóng kém,nước yếu..",0
"Dieu khong thich rat nho , da GOP y truc tiep voi chu KS luon roi. Mong rang LAN sau den khong con gap dieu do nua.",0
"Máy nước nóng không nóng lắm. Máy lạnh không lạnh lắm, giường cứng, nằm k thoải mái lắm. Các món ăn sáng không thay đổi nhiều qua các ngày nên đến ngày thứ 3 thì không thể ăn nổi nữa.",0
"Tivi đời cũ, nhỏ, hiện giờ các khách sạn bèo nhất cũng LCD 32' rồi mà khách sạn còn sử dụng tivi bóng đèn hình cở nhỏ nữa, truyền hình cáp nghèo nàn kênh mà cũng chỉ có vài kênh coi được, coi phim phụ đề là không đọc được chữ luôn. Dù thực đơn thay đổi hằng ngày nhưng món chính chỉ có 4-5 món, cafe pha ko đậm lắm, lạt.",0
"Điều hòa, Internet",0
Cần thêm quạt vì về mới bật được điều hoà rất nóng,0
Tôi hài lòng về tất cả.,0
"Đêm ngủ có tiếng động, đồ vật để trên bàn bị rớt xuống đất, 😭😭",0
Ko chấp nhận được wifi rất yếu khi trong phòng.,0
"Wifi tầng 5 quá yếu,xe mướn quá mắc",0
Ti vi nho . Phong ồn ào,0
Nhan viên hồ bơi co cách cư xu ko tot,0
"Mình thấy 1 con gián nhỏ xíu trong phòng tắm, ko ảnh hưởng lắm nhưng mà hơi khó chịu. Vòi hoa sen rất chán, kiểu cố định, sử dụng không thoải mái. không có bình nấu nc và máy sấy.Phòng cách âm ko tốt, 5h50 sáng mùng 1 tết tây, có 1 cặp khách nc ngoài cãi nhau và đóng cửa rầm rầm ngoài hành lang, rất là ức chế.",0
"Wifi cực lởm, ko ở tầng 1 thì khỏi có bất cứ một tín hiệu nào, nhân viên dọn phòng có lục đồ của khách, lọ mực rim và gói chuối sấy có dấu hiệu vơi không hề nhẹ",0
"- wifi k kết nốii được.- thang máy ướt. Khi khách đi bơi về ks, vao thang máy nhưng k được vệ sinh cho khô nướcKhi về trễ (5h30) gần đến giờ trả phòng (6hcheck out ) có thông báo nhân viên sẽ trả trễ 15f nên thông cảm dùm do bi lạc đường. Vậy mà mới 5h5 đã gọi lên hối trả phòng. Nên nghĩa chổ này linh hoạt 5,10g chổx này sẽ ok hơn.",0
Nhân viên dọn phòng còn quên không mang đồ (bẩn) thay ra khỏi phòng,0
ksan ko co binh dun nuoc o tung phong.,0
Ks nên trang bị thêm thức ăn trog phòng,0
"Phòng nhỏ, điều hoà không có chế độ heat nên khi ngủ rất lạnh",0
Phòng không có cửa sổ lên bí,0
Máy nóng lạnh ở phòng không chất lượng lắm khi tắm gọi thì nữa chừng nước không còn nóng nữa.,0
"Khăn tắm có mùi thuốc sát trùng, khá khó chịu.",0
"May lanh khong duoc tot, phong khong co chan, sua tam va dau goi dau het ma khong duoc thay the",0
"Phòng k có cưa sổ nên hơi bí, gối cứng và dày quá nên mình k kê được",0
tiện nghi trong phòng không đầy đủ,0
Nút xả ở toilet trong cùng bị hỏng,0
Khach sanko uy tinh  da nhan phong roi den  ngay han phong thi ks bao het phong roi tu y chuyen ks khac toi ko hai long va huy phong ngay do luon ks lam mat uy tinh mong ks dung lam phien thuong de nhe,0
"Chủ khách sạn không được thân thiện, cởi mở với khách. Tầng hầm cực kì ẩm ướt và hôi. Giá phòng cao nhưng lại không miễn phí bữa sáng.",0
"Thông tin phòng trên Booking không chính xác gây hiểu nhầm cho khách hàng, trên Booking không thể hiện là phòng vệ sinh chung nên khi đến nhận phòng phải mất thêm phí khi đặt phòng khác",0
Không co gi,0
Các phòng vệ sinh sạch sẽ nhưng còn tình trạng phải chờ để được đi vệ sinh,0
Dịch vụ khác như thuê xe máy không ok lắm,0
"wifi không ổn định, tầng hầm không sạch",0
"Toilet cần làm cửa kín hơn, cách âm và có quạt hútTrong phòng cần có sọt rác Tủ lạnh cần để sẵn nước uống cho kháchNhiều đoàn khách khác làm ồn lúc 6:00 sáng  hát ca , trẻ nhỏ la hét . Quản lý khách sạn nên có cách nhắc nhở để tránh làm phiền các nhóm khách khác",0
"- Cần có thêm máy sấy tóc- Đèn ngủ không dùng được- Nhận viên cần hỏi khách đến ở muốn thanh toán theo hình thức nào chứ không nên tự quyết định- Phòng bên cạnh mở cửa tiếng kêu cốt kết rất rõ, nói to cũng có thể nghe được từ phòng khác- Ổ cắm điện duy nhất 1c thiết kế chưa hợp lý và vị trí để ổ cắm không thuận tiện- WiFi yếu, chập chờn",0
"Mình ở suốt 2 đêm không nhận được cái khăn tắm nào (mình cũng không hỏi xin nhưng nếu có sẵn thì hơn), cũng không được dọn giường. Xe máy khách sạn cho thuê hơi mắc và hơi cọc cạch chút, nếu được các bạn ra chợ Đà Lạt thuê.",0
"Cửa toilet phòng Dorm 12 chỗ (bằng nhựa) bị hư tay nắm, có chốt bên trong nhưng khi mở/đóng kêu rất to, ảnh hưởng chung ..Nếu cô chủ sắp xếp thay nhanh thì tốt quá.",0
"Cửa wc bị hư chốt, hơi khó mở.",0
"Cửa hơi khó đóng nên khi đóng mở cần mạnh tay, âm thanh hơi lớn một chút.",0
"Không có quạt hoặc điều hòa, nếu có bồn tắm thì tuyệt vời. Giá hơi cao so với tiện nghi",0
phòng cần thêm slippers.,0
Phòng quá nhỏ,0
"Phòng hơi nhỏ, tính phí thanh toán Visa.",0
Hơi bất tiện do xa trung tâm. Nhưng do mình thuê xe máy để tham quan mọi nơi nên việc hơi xa trung tâm không phải là vấn đề lớn. Còn đối với bạn nào không định di chuyển bằng cách thuê xe máy thì hơi bất tiện chút,0
"Vật nhỏ nhất mà ko có, đó là cái tăm.",0
khách sạn nằm hơi xa trung tâm,0
Đóng cửa hơi sớm,0
"Không có nước suối free sẵn như nhũng ks khác. Đt hư ko gọi đc, tv hư ko mở đc",0
- TV bụi bậm và khó sử dụng.- Quanh vùng chỉ có tiệm ăn bình dân.,0
"Toilet lâu lâu có mùi hôi của cống, TV ko xem dc.",0
Hơi xa trung tâm nên di chuyển cũng bất tiện.,0
điều hoà,0
"xa trung tâm, máy lạnh không mát",0
"Tôi có đến ở và yêu cầu đặt phòng có cửa sổ, nhưng khi đến ở thì nhận được phòng không có cửa sổ, phòng ẩm móc và mùi ẩm khiến tôi không được thoải mái, nhà vệ sinh không sạch sẽ",0
"ks khong dam bao booking,ks noi het phong co balcon vi khong duoc tin nhan cua booking.com ,trong phong tam co con dan,matlas dur,douce hoi mui cong, ks khong can khach cua booking.com",0
"Phòng mình thuê chỉ về để tắm và nghỉ ngơi ban đêm, mình thuê 3 ngày, thì có 1 ngày bị mất điện nguyên đêm, sáng 9h mình ra khỏi khách sạn vẫn chưa có điện, bên khách sạn cũng không 1 lời giải thích trong khi các khách sạn bên cạnh vẫn có điện. Mình nghĩ khách sạn nên chủ động trừ phí phòng ngủ chứ không để khách hỏi",0
"khong dam bao booking, ks noi het phong co cua so , neu khong muon thi di tim ks khac.Cuoi cung chung toi phai nhan phong khong co balccon.That vong nhieu !",0
Phòng tắm thi thoảng có mùi cống.,0
"nắng , nóng",0
"ăn sáng kém, mini bar kém, nhân viên báo giá không nhất quán.",0
"Vòi sen tắm chảy nhỏ, wifi hơi yếu. Nhưng vẫn ok.",0
Nằm trong hẻm sâu và k sạch sẽ,0
Phòng không cửa sổ nên hơi bí ,0
Một số thứ vụn vặt.,0
"Phòng khá ngợp, không có cửa sổ, cửa thông gió, thiết bị trong phòng bị hỏng. Đèn màu vì vậy hơi tối.",0
Phòng ít ổ cắm điện không có ổ để cắm điện đèn ngủ và tủ lạnh. Không có máy sấy tóc. Không có thảm chùi chân ở toilet. Không có máy nấu nước nóng,0
Hotel don't have free water and free breakfast for us. Although Price is so expensive. Only have 2 big pillow and 2 small pillow for 4 person.Room is not cleanI can not understand why that.Service is not good,0
"Khách sạn không được chuyên nghiệp lắm. Phòng kín, không có cửa sổ nên không được thoáng. Trong phòng chỉ có duy nhất 01 ổ cắm điện nên bất tiện trong việc sạc pin laptop, điện thoại. Anh quản lý khách sạn hơi khó chịu, không được vui vẻ lắm.Bữa sáng ở đây thì khách sạn đi mua từ bên ngoài về khi khách có nhu cầu, ở đây không nấu ăn, phí ăn sáng không bao gồm nước uống nhé.Đặc biệt khi thanh toán tiền đặt phòng các bạn nhớ chú ý xem có trừ tiền đặt cọc trước không nhé. Mình đã bị mất tiền đặt cọc khi chủ quan, cứ ngỡ khách sạn sẽ trừ tiền đặt cọc (vì những khách sạn khác mình ở đều trừ tiền), nhưng ở đây đã quên mất tiền đặt cọc của mình",0
đôi lúc sai sót trong việc ko bố trí đồ cơ bản mà muốn tính tiền . mọi ng nên check lại đồ trong phòng nhé,0
Đã xác nhận qua điện thoại 1 xe số nhưng lên đến nơi thì báo không có xe. Khi có được xe nhân viên xác nhận là thuê 1/2 ngày nhưng khi tính tiền lại tính thành 1 ngày. Quản lý thái độ hơi khó chịu với khách.Bữa ăn sáng trang trí xuề xoà.,0
"Trang bị ổ cắm điện bất hợp lý, thiếu chỗ cắm sạc. Đặt phòng có ghi là có tầm nhìn mà khi nhận phòng thì lại là phòng không có cửa sổ. Cảm thấy không hài lòng. Ở các kẹt giường, tủ còn nhiều bụi bẩn và tóc vương lại. Wifi hơi yếu.",0
"Kem đánh răng không nên dùng loại hàng loạt như các khách sạn khác (ghê lắm, toàn bỏ chứ đâu dùng), vì Đà Lạt Hoa đã hướng đến độc lạ riêng thì nên mua loại ít ghê hơn một chút, mua tuýp/lọ lớn rồi chiết để vào lọ như mấy chai dầu gội, sữa tắm ấy cho đẹp.",0
Can co gang hon nua,0
Phòng bẩn. Ồn. Phòng bên cạnh hút thuốc là phòng mình có mùi luôn.Thái độ của chủ khách sạn không tốt. Mình khuyên các bạn không nên đến đây.,0
"Phòng có muỗi, không cách âm nên có nhiều tiếng ồn.",0
- giá Tết là 120$/ room 2 giường. Rất cao so với mặt bằng chung và tiện nghi.- phòng bẩn và cũ,0
"Phòng ko có cửa sổ, chỉ có giếng trời.",0
"Nhân viên nam thiếu chuyên nghiệp, soi mói khách",0
Cách chợ nếu đi bộ hơi xa,0
Không,0
Tuy nhiên buổi sáng ồn vì vách tường mỏng,0
"Chắc do mới nên tiện nghi chưa đầy đủ lắm, nếu như có thêm phần phục vụ ăn sáng nữa thì tốt hơn.",0
"Bai do xe qua chat,",0
"Cách âm không tốt, không có thang máy leo thang bộ hơi đuối",0
Không có thang máy nên hơi bất tiện. Còn lại rất ok,0
Nhà tắm không có nước nóng. giá thì cao hơn so với lúc book phòng,0
Các phòng gần nhau và cách âm không tốt nên sẽ hơi khó chịu nếu bạn ở gần phòng những vị khách ồn ào,0
"Phòng không có sẵn quạt nên phải yêu cầu. Vì ks không có thang máy nên việc mang đồ đạc lên phòng cũng khá mệt, nên có sẵn quạt điện thì tốt hơn.",0
"Không có thang máy, phòng ngủ hơi sáng vào ban ngày",0
"Cửa ra vào (R.203, 204) nên bảo trì lại, nó kêu lớn khi đóng mở có thể gây ồn cho room khác. Chú ý check kỹ chất lượng giặt khăn tắm khi make up room. Phòng có lẽ vừa sơn lại cho mới nhưng cửa sổ chưa clean sạch sơn ...",0
"Sàn nhà không được sạch lắmKhông có điều hòa, nên lúc đi chơi về bị nóng một lúc",0
Phòng k có máy lạnh hay quạt máy,0
Hoàn toàn không cách âm.,0
không,0
Hơi xa chợ,0
Cần có thêm tủ lạnh..,0
"Cách âm ko tốt, phòng ốc tạm được.",0
cần lắp thêm máy lạnh hoặc quạt.máy nước nóng lầu 4 buổi tối thường không chạy nên không có nước để sử dụng,0
"drap giường có mùi bụi bẩn, món phở không ngon",0
"Nệm hơi cứng, tolet ko sạch lắm...",0
"Phòng thiếu vật dụng như máy sấy, máy nung nước...",0
"Các quán ăn gần khách sạn chất lượng cực tệ, chịu khó đi ăn chỗ khác hoặc hỏi chị chủ, khách ở các phòng khác hơi bị ồn.",0
ko co j,0
Hơi xa chợ :D,0
Không cách âm,0
Nên để sẵnnnước trong tủ lạnho,0
Giá mà có nhiều hơn ổ điện để sạc pin điện thoại.,0
"dốc cao, đi hơi ớn nhất khi trời mưa.hành lang hơi nhỏ, mưa là phải đóng cửa phòng, cửa sổ, ko sẽ bị tạt, nên gắn thêm mai hiên di đông, để trời mưa hay nắng vẫn có thể đứng ngoài hành lang hít khí trời...không hiểu sao trước ngày về, xe mình để ngay ngắn, sáng ra trả phòng xong phát hiện bị gãy 1 bên gác chân xe (nouvo 5), gãy rời luôn nhưng lại không thấy cái phần gãy đâu... tối hôm trước đi ăn khuya về vẫn còn bình thường..., mà lại là cái đó rất cứng, ko thấy dấu hiệu xe ngã(chẳng lẽ ai bẻ???),làm phải chạy về tới sài gòn mới thay, bạn gái mình ê ẩm luôn. hết 300k...từ đà lạt về tới sài gòn ghé yamaha town nào cũng ko có hàng...haiz...định ra hỏi ks, nhưng tính tiền, trả phòng hết rồi mới phát hiên nên thui, đi luôn...",0
Lên dốc cao,0
Buổi chiều nắng chiếu vào nên phòng hơi nóng,0
Phòng và khu vực công cộng gần nhau nên có khách khác ồn ào,0
Không.,0
"Phòng ẩm thấp, giẻ lau chân hôi, nhà nghỉ có nuôi chó nên rất hôi. Gần bên xe nên gần sáng rất ồn. Không có không gian, vườn. Phòng ốc ngột ngạt. Nói chung rất tệ.",0
Không có bữa sáng !,0
Phòng không có quạt hoặc điều hòa nên trong phòng cảm thấy hơi ẩm và bí,0
khong co gi,0
Buồn tẻ,0
"Vị trí có hơi xa trung tâm, trời mưa nên cũng ngại xa nên không vào trung tâm thành phố lại.",0
Phòng vệ sinh hôi.Hai ngày ko dọn phòng,0
"Chỗ đậu xe không có, chi phí tự túc",0
"Thang máy nhỏ vs chậm,",0
"Đầy đủ mọi thứ nhưng lại không có lược, dao cạo râu. Sữa tắm và dầu gội không phải nhãn hiệu được tin dùng.",0
Cần có một tấm kiếng lớn trong phòng để có thể chỉnh sửa quần áo khi ra ngoài.,0
"Phòng gần thang máy nên khó ngủ, tiếng thang máy nghe rất rõ.",0
Giường K thoải mái,0
Tầng hầm để xe rất chật,0
"Chổ đậu ô tô nhỏ, nếu đi 2 xe trở lên => NG",0
phụ thu phục vụ @_@,0
dụng cụ nấu ăn hơi hạn chế,0
Mua nay bien o khu nay do khong tam duoc va thuong xuyen cup dien co buoi sang cup tu 9h den 12h30 va khach san khong co may phat dien cho buoi sang nay,0
"Phục vụ không tận tình.Phòng ốc chẳng dọn dẹp mỗi ngày.Thiếu vật dụng sinh hoạt hàng ngày khi khách cần.Hay cúp, ngắt điện.Khoảng cách từ nhà nghỉ Vào các khu vui chơi xa quá.",0
"Chổ ở hơi vắng hàng quán và không có bữa sáng,vì không có bếp nên không dùng được dao để cát trái cây hay nâu mì",0
Từ ks ra chợ khá xa ...,0
"toi den khu vuc nay tam bien vao dau thang 6 cat va bien dong rat manh nen khong sao tam bien duoc,ngu dan o day noi tu khoang thang 4 den thang 10 bien o day khong tam duoc,con thang khac thi bien rat trong va sach.toi phai thue xe may chay qua khu vuc bien o khu vuc doi cat,co khu du lich suoi hong,chay thang vo thi thay bien rat sach co the tam duoc,nhung nguoi o trong khu du lich suoi hong thi la loi om som khong cho chung toi de xe (nhung lai khong thay cho nao gui xe???).bien o Mui Ne dep nhung bi bao vay boi rat nhieu resort nen khong the quan sat bien duoc that dang tiec.Phuong Tay nen cho nhan vien lau don phong moi ngay,vi toi o day tu trua thu 5 den trua thu 7 nhung khong thay nhan vien vo lau don phong nen phong khong con sach se nhu luc toi moi nhan phong,toi phai muon dung cu cua nhan vien va tu lau don phong de cho 2 dua be co cho choi dua.",0
Bể bơi KS khá bẩn ( lí do của khách sạn là đang thau bể mất 3 ngày) khách sạn thì khá xa bãi tắm.,0
Nen co nuoc uong free moi ngay thay vi tinh tien,0
"Phòng nhỏ, chỗ cắm sạc xa giường muốn xem tn phải dậy đi lấy hy vọng có 1 ổ điện cạnh giường gần 1 xíu",0
"2 gia đình đều có con nhỏ, nhưng khách sạn lại xếp phòng ở tầng 4, di chuyển lên xuống rất mệt, khó khăn. hỏi thì nhân viên khách sạn trả lời là: ""anh chị thông cảm, phòng ở lầu 1 để giành cho khách nước ngoài rồi"".",0
"Ks ở trong con hẻm nhỏ, ko để ý là đi qua luôn, đầu hẻm có họp chợ cá, đi ngang qua hơi ko thoải mái",0
Khách sạn hơi khuất bên trong. Đường đang được sửa nên khá bất tiện cho du khách thích đi bộ.,0
"Phòng cảm giác hơi bí. Đà lạt không có nhiều chỗ giải trí chủ yếu chỉ có thể đi ngắm cảnh chụp hình, đồ ăn không ngon và phong phú, mua đồ trong chợ nói thách quá cao.",0
Khó tìm,0
Sử dụng quạt cây rất ồn,0
Phòng gần đường nên hơi ồn tí,0
phòng hơi nhỏ và giường hơi chật.,0
nằm ở dg 1 chiều hơi bất tiệnko có chỗ để xe hơi,0
Phòng không co tu để đồ,0
"Reception khong Chuyen nghiep (thieu than thien, khong Linh hoat- cu the: co nhan vien ten Trang da lam reception tai Ksan nay 3 nam ma giai Quyet Viec Nhu Sinh vien Thuc tap moi ra Truong- khach Hoi gi Noi do, theo Huong nguyen tac khong the Thay doi...)",0
"- Máy lạnh rất yếu, phòng nóng.- Tủ quần áo nên sửa sang lại.- Két sắt không có hướng dẫn và không sử dụng được.",0
Hồ bơi và phòng tập thể dục không hoạt động được.,0
"He thong dien phong minh o co van de ( khong coi duoc tv)Wifi chap chon, yeu :(",0
"Wifi yếu & chậm. Giường dùng nệm lò xo nên nằm rất khó chịu. Gối nhồi hơi nhiều bông nên hơi cứng, ngủ dậy thấy đau đầu. Bungalow khá rộng nhưng máy lạnh yếu nên buổi trưa vẫn thấy nóng. Xà bông ít bọt nên khó tắm. Massage thoải mái nhưng bấm huyệt rất đau. Nhà tắm 2 bungalow thông với nhau nên mất sự riêng tư.",0
"Quá nhiều côn trùng và muỗi vào buổi tối, đêm, gọi lễ tân đến xịt thuốc nhưng không có ai.",0
"Phòng nhiều côn trùng, gọi xe rất chậm, nhà hàng đồ ăn không ngon, cốc rửa không sạch, đi lại quá ít chuyến/ngày, nhân viên không chuyên nghiệp, làm gì cũng chậm",0
Nhiều côn trùng.,0
Nếu nhà hàng có buffet luôn cả trưa và chiều thì hoàn hảo .,0
Wc không được tốt lắm.,0
"Nên nâng cấp thêm wifi thôi, thêm tí nữa là oke 😄",0
Giường nhỏ so với gia đình có trẻ nhỏ.,0
"Kế bên KS có công trình xây dang dở,sát ban công và mất tầm nhìn từ ban công này.Cửa kính của phòng seaview bị ố nên nhìn không được trong suốt.",0
Nhân viên lễ tân nên tự chủ động hỏi khách có ở lại thêm giờ hay không? Và chủ động mở khóa phòng. Ko nên để khách lấy thẻ lên phòng mở không được rồi chạy xuống lễ tân để kích hoạt. Khá bất tiện điều này,0
"Cửa sổ cách âm không tốt, tối ngủ nghe được nhiều tiếng ồn xung quanh.",0
"Ăn sáng ,",0
"Nếu phòng khác giật nước bồn cầu thì phòng mình sẽ nghe thấy tiếng kẹt kẹt lúc trữ nước bồn. Sáng không sao, nếu tối khỏi ngủ.Không cách âm tốt lắm.",0
"Khách sạn k có cách âm, làm gì nói gì phòng kế bên cũng nghe. Điều này rất bất tiện cho khách",0
Bồn tắm không sử dụng được.,0
"cai giuong mem qua te, nam rat dau lung. Vi chat luong nem qua kem, hoac mem qua  cu, nen bi lun sau khi nam, dan den khg dem nao ngu ngon giac duoc ca.",0
"Không có thang máy, nước nóng lúc có lúc không(máy nước nóng dùng năng lượng mặt trời ở cái sứ lạnh hài...), nệm gối cũ kĩ nằm đau lưng.",0
Máy nước nóng bằng năng lượng mặt trời nên tối tắm lạnh.,0
Máy nước nóng bằng năng lượng mặt trời nên tối tắm khá lạnh.,0
phong minh ko co cua so nen bi ngop,0
Khách sạn cũ,0
hơi xa biển,0
"Phòng tắm ko được thoáng lắm, thỉnh thoảng có mùi từ cống thoát nước :-)",0
"Phòng sử dụng chung ban công với phòng bên cạnh, hơi bất tiện và không riêng tư, ảnh hưởng vấn đề an toàn vào buổi tối khi ngủ không đóng cửa sổ (vì phòng không có máy lạnh)",0
Hơi xa chợ . Nằm trong hẻm,0
"Thái độ phục vụ tồi, ngoài ra còn tự động charge tiền vào thẻ của booker mà không hề thông báo cho booker. Khi booker gọi hỏi thì ông Việt trả lời rất thô lỗ và bảo là charge tiền vì phát hiện vết dơ trên nệm. Khách đã ở và thanh toán đầy đủ trước khi họ đi nhưng ks này đã không check phòng kĩ mà để cho khách đi rồi sau đó tự động charge tiền vào thẻ của booker. Ks này làm việc rất không chuyên nghiệp và không tôn trọng khách hàng. Giải quyết khiếu nài của khách hàng theo kiểu "" giang hồ"" chứ không phải trong ngành dịch vụ. Vì vậy mà booking.com cần lưu ý cũng như khách hàng phải hết sức cẩn thận với ks này",0
Không có gì để phàn nàn.,0
Giá,0
"Phong cach am ko tot, nhan vien le tan rat mat lich su va phien toai",0
Không vui vẻ vói khách hàng,0
Hơi xa trung tâm,0
wifi yeu,0
Các dịch vụ của ks đắt hơn bên ngoài,0
"Tôi đến dịp ít khách nên không thấy các dịch vụ ăn uống và cafe như quảng cáo trên website. Buổi tối ở đây hơi vắng vẻ và buồn, nhưng chỉ mất 10 phút đi xe máy để đến được trung tâm. Phòng cách âm quá tệ, không phù hợp với gia đình thích sự yên tỉnh để nghỉ ngơi.",0
"Hệ thống máy nóng lạnh ở đây rất khó sử dụng vì rất dễ bị bỏng, nhích qua chút là lạnh teo,trở lại chút là nóng hổi, ở trong phòng tắm hơn 30p mà tắm vẫn chưa xong, bực muốn điên luôn, cuối cùng phải mượn một cái thau để tắm. Phản ánh với nhân viên tiếp tân thì nghe trả lời cụt lủn là ở đây phòng nào cũng bị vậy hết chị ơi, bó tay!...",0
"Phòng cách âm quá tệ, mình ở phòng khu A và khu C đều thấy ồn ào, ở trong phòng đóng hết cửa vẫn nghe tiếng phòng kế bên mở nhạc, nghe tiếng bàn ghế khi dọn phòng, tiếng nước bồn cầu chảy, tiếng trẻ con người lớn phòng kế bên ra vào, cười nói ồn ào. Khoảng sân phía sau có cái hồ cá phun nước bốc mùi hôi thối kinh khủng ko hiểu tại sao Ks ko cho vệ sinh.. Cảnh đẹp mà bị hôi quá nên ko đứng lâu ngắm cảnh được.Sáng 9g mình ra chỗ ăn sáng thì hết đồ ăn :(",0
"Tại phòng tôi ở lầu 1 khu B có một số côn trùng như gián, nhện nhỏ...Tại phòng của bạn tôi ở khu A lầu 3 thì bố trí gần phòng thờ.",0
"Nhân viên không xách đồ cho khách khi lên phòng, thiết kế phòng chưa hợp lí và vị trí hơi xa thành phố.",0
"Gối hơi cao khiến tôi khó ngủ, wifi chập chờn, phòng tắm thiếu vòi sen dây (phòng khác tôi không rõ). Bữa sáng không phong phú nhưng vừa miệng.",0
"Dịch vụ thuê xe máy không tốt, xe cũ, yếu, giá đắt, bà chủ cho thuê xe hay lừa đảo du khách.",0
"Hơi xa trung tâm - chợ Đà Lạt, không có thang máy",0
Hơi xa trung tâm,0
"dich vu thue xe cua khach san ko tot lam, gia hoi cao so voi mat bang chung va chat luong xe.",0
Điểm tâm kém quá,0
hôluôn có quạt và quạt phải có miếng bảo vệ để giữ an toàn cho trẻ nhỏ.,0
KS ko có thang máy. Ban công có lan can hơi thấp.,0
"Cầu thang hơi nhỏ, lát đá đen nên làm cho cảm giác càng hẹp hơn. Nếu không bật đèn thì như đi trong đường hầm tối.",0
không có gì,0
"Sạch sẽ, phụ vụ tốt",0
không có gì là không thích,0
"Hình ảnh trên web chỉ mang tính chất minh họa (tiếc là quên chụp hình lại để mọi người cùng thưởng thức)1. Cửa phòng tắm đứng Không có, nước văng tung tóe, chắc hư lâu năm nên KS quên sửa  => botay 2. Tủ đồ thì sứt 1 tay cầm3. Sàn nhà Dán bò thật vui mắt :(4. Phòng tắm, toilet 10 KHÔNG: không dầu gội, không sửa tắm, không bàn chải, không KĐR, không lược, không ... và trống khôngChỉ một cái được là nhân viên mặt hiền khô :)",0
TV of my room don´t have remote,0
Ngõ chưa được sạch,0
"Hèm quá nhỏ. K thoáng.K phù hợp vị trí 1 khách sạn.Có ô tô riêng phải gửi bãi, khá phiền phức",0
Tiếp tân nên có thái độ tốt hơn so với khách trong nước,0
"Phòng nhỏ, giường k đẹp",0
Hàng xóm đang xây dựng nên ồn về đêm và đường vào hơi nhếc nhác,0
"giường đệm không thoải mái, phòng thiếu giá phơi đồ, giấy vệ sinh và đồ dùng trong nhà tắm chưa được tốt. .",0
