	Content	Sentiment
346	Khu mua sắm rộng rãi	1
347	Nhiều cây cối, nhiều mô phỏng các văn hóa vật thể của các dân tộc Việt Nam	1
348	Sạch sẽ, đường lát bê tông, nhiều cửa hàng lưu niệm. Mình ấn tượng nhất là thung lũng quanh bản, hôm mình đi có nắng nên nhìn rất ấn tượng	1
349	 Một không gian rất thân thuộc và không kém phần lãng mạn của Hà Nội	1
350	Địa điểm đẹp nhất để check-in vì có khung cảnh đẹp. Mùa hè này lên đây thì tuyệt vời	1
351	Còn hoang sơ 	1
352	Đường vào thác đẹp và rất sạch	1
353	Không gian du lịch rất đẹp, các du khách nên tới đây khi tới Hà Nội	1
354	Ấn tượng là ở Dinh thự ông này cho xây hẳn 1 phòng toàn bằng đá để tàng trữ thuốc phiện 	1
355	Hang rộng và sâu, ngay sát đường quốc lộ thuận tiện cho việc tham quan.	1
356	Thích hợp cho việc cắm trại, thưởng thức các món ăn dân tộc	1
357	Bangkok là một nơi tuyệt vời để shopping, có đủ loại hàng hóa từ rẻ đến hành cao cấp tha hồ cho bạn lựa chọn.	1
358	Địa điểm khá tốt để đi nghĩ dưỡng cuối tuần 	1
359	Đủ để cảm nhận được sự hùng vĩ của đất trời	1
360	Khá đẹp	1
361	 nhân viên và chủ khách sạn, khá thoải mái và dễ dãi.	1
362	2 khu ấn tượng nhất, là khu vườn Châu Âu và khu xe hơi.	1
363	Chương trình tour hấp dẫn và lôi cuốn người cùng tham gia	1
364	Chùa rất rộng, chạm trổ cầu kỳ, to và hoành tráng.	1
365	Các mặt hàng rất phong phú. Thái độ với khách hàng cực kỳ niềm nở, thân thiện 	1
366	Núi rừng hùng vĩ, khí hậu mát mẻ. Nhiều đặc sản ngon của núi rừng. Con người chất phác, hiền hòa. Cảnh quan tự nhiên kết hợp với truyền thống văn hoá dân tộc lâu đời. Nhịp sống yên bình của người Tây Nguyên.	1
367	Một bát xôi ở đây khá đầy, có nhiều thứ ăn kèm	1
368	"Hãy Liên hệ với Cty du lịch để được phục vụ tốt hơn. Nhưng nên có thời gian lâu hơn ở khu vực tham quan trên đảo. Tôi rất vui khi đi tham quan ở đây đúng ngày 15/4 âm lịch nên được ăn cơm chay của chùa
                  "	1
369	Khách sạn ở ngay trong trung tâm thành phố	1
370	 Không phải đợi lâu, đi càng đông thì chi phí ăn càng rẻ.	1
371	Chắc chắn Cô Tô có bãi biển đẹp nhất miền bắc rồi! Nước biển trong xanh, bãi cát trắng mịn. Không khí trong lành và rất phù hợp dành cho các cặp đôi yêu thích sự lãng mạn.	1
372	Tượng Phật rất to.	1
373	t nhiều món Thái, ngoài ra còn có Nhật, Trung... Giá món ăn rất tốt, từ 50bath trở lên. Đồ ăn khá ngon.	1
374	Món ăn ngon, giá cả hết sức hợp lí	1
375	Đường lên đẹp	1
376	Một suất xôi rất nhiều	1
377	Mình vô cùng ấn tượng với quang cảnh ở đây. Núi đá, dãy đá rất hoang sơ và hùng vĩ, nước biển xanh thẫm, đẹp nhất là lúc bình minh.	1
378	"Đêm mà lượn lờ trên phố cổ, ngắm những ánh đèn trên sông hay ghé những quán ăn vặt cực đã.
                                    Ngày thì lượn lờ sông Thu Bồn, ghé thăm làng gốm, làng mộc hay rừng dừa, trải nghiệm cảm giác là 1 ngư dân thì còn gì bằng"	1
379	Rất đẹp và gọn gàng, nhân viên cũng nhanh nhẹn	1
380	 Thoáng, đồ ăn đa dạng, không gian đủ yên tĩnh để vừa ăn vừa trò chuyện	1
381	Hỗ trợ dịch vụ, lễ tân khá ổn, vui vẻ, cởi mở; phòng sạch sẽ, thoáng	1
382	"Đồ ăn ngon, hải sản ở Đồ Sơn tươi và giá khá ổn. Cảnh quan tuyệt vời - nhất là đường vòng dài chạy quanh bờ biển. Nói chung người HP ăn và chơi khá phong cách nên Đồ Sơn cũng thể hiện điều đó - dĩ nhiên phải thật sự thâm nhập vào các chốn ăn chơi, thưởng ngoạn cuộc sống do ""người bản xứ"" dẫn đi. Các món ốc ở đây rất ngon."	1
383	 Được tận mắt chứng kiến những đầu lâu xương người, những vật dụng tra tấn còn sót lại	1
384	 Không gian thoáng đãng, trong lành; nhân viên chu đáo, thân thiện	1
385	nằm ngay sát biển, đúng khu trung tâm du lịch.	1
386	Phù hợp cho bạn bè và gia đình đi cùng nhau ^^ mà với sinh viên còn 1 ưu điểm nữa là chi phí rất hợp lý nữa chứ ^^	1
387	Mặt Đông rất đẹp, có san hô; mặt Nam bãi biển Xanh, trong	1
388	1 dịch vụ lý tưởng để relax	1
389	Vị trí đẹp, tiện ra biển (đặc biệt với gia đình có các cháu nhỏ) hoặc đi dạo buổi tối ở khu vực quanh quảng trường trung tâm	1
390	Phòng đẹp, nhà hàng ăn khá ngon, furnishing đẹp mới 	1
391	Hùng vĩ, phóng khoáng và không kém phần duyên dáng. Tôi rất thích cảm giác được chạy xe máy trên những cung đường đèo uốn lượn như sợi chỉ vắt ngang những cánh núi, được dừng bất kể điểm nào mà ta muốn để lưu lại những khung hình tuyệt vời dù bạn chả thể có chiếc máy ảnh chuyển nghiệp. Bởi nơi đó đã đủ đẹp và tình. Tôi cũng thường chọn Hà Giang là điểm đến bởi chỉ có đi trong sự hùng vĩ của thiên nhiên nơi đây, mình mới có thể đánh bật mọi mệt nhọc, những bú rù của đời sống thị thành, những áp lực công việc, để đầu óc rộng lượng và trái tim được làm mềm trở lại.	1
392	 Không gian thanh bình, rất sảng khoái	1
393	Phòng rộng; có khu vui chơi trẻ em và em bé 	1
394	Không gian rộng rãi, chủ quán thân thiện	1
395	Khách sạn sạch, phòng ở rộng	1
396	Điểm dã ngoại 1-2 ngày của người Hà nội. Thông dụng nhất là đi Chùa Hương, chơi golf ở Đồng Mô hoặc ở 1-2 ngày trong các khu resort ở quanh Sơn Tây. Rất tiện đi lại nhờ đường sá khá tốt.	1
397	Gần biển	1
398	Khách sạn kiểu boutique nhỏ xinh, mới xây, phòng ốc đẹp, sạch sẽ, nhân viên đào tạo tốt, ăn ngon	1
399	"InterContinental Danang Sun Peninsula: bãi biển hoang sơ, tầm nhìn rộng mở, cây cói um tùm, xanh tốt, sóng biển rì rào, chim ca níu no, đồ ăn ngon tuyệt cú mèo (vì có đầu bếp lổi tiếng mà lị). Cocktail hấp dẫn, Long Bar và Barefoot Café nằm ngay trên bờ biển,.... 
                                                      Rất chi là tuyệt !
                                                      
                                                      Ps: em sẽ cập nhật ảnh cho các bác sau nhé vì ko biết nhét nó vào đâu nữa. "	1
400	Là điểm phải thăm cho người đi Bangkok lần đầu	1
401	Vị trí rất đẹp, nhìn ra Hồ Tây, rộng, sạch, thoáng, nhiều không gian xanh	1
402	Cảm giác rất bình yên khi nhìn ngắm khu phố trong ánh đèn lồng	1
403	 Không gian rộng, vị trí tốt, rất trung tâm. 	1
404	Rất đẹp, cổ kính, chi tiết rất cầu kỳ.	1
405	"Có rất nhiều điều để muốn quay lại Đà Nẵng, yêu mến Đà Nẵng.
                                                      Sân bay ngay trong thành phố. Đường thông hè thoáng, giao thông khá an toàn.
                                                      Bãi biển thì đẹp tuyệt. Bờ biển rộng, cát mịn, nước biển trong xanh. 
                                                      Không có hàng rong, xin xỏ, chèo kéo khách du lịch.
                                                      An ninh khá tốt, người dân để xe và mũ bảo hiểm không cần khóa và cất kỹ như ở nhiều nơi khác.
                                                      Ẩm thực đa dạng. Giá phải chăng. 
                                                      Các công trình như cầu Rồng, cầu Sông Hàn rất ấn tượng"	1
406	Vô cùng ấn tượng, cảnh chùa đẹp và mát mẻ, yên bình	1
407	"- Khí hậu mát mẻ.
                                              - Nhiều cảnh đẹp, lãng mạn.
                                              - Nhiều điểm tham quan.
                                              - Giá cả không đắt đỏ như những điểm du lịch khác."	1
408	Nhiều bãi biển xanh, trong, còn rất hoang sơ	1
409	"Hà Giang với Cao Nguyên Đá Đồng Văn, mùa Hoa Cải, hoa Tam Giác Mạch và các cảnh quan hùng vĩ mà thiên nhiên ban tặng cho nơi đây đã giữ chân không biết bao du khách khi đặt chân đến đây. 
                                                         Vượt qua những cung đường đèo hiểm trở những khúc cua tay áo làm cho du khách trải qua các cảm giác từ hốt hoảng rồi lại trở về với yêu thích cái thiên nhiên hùng vĩ yên bình nới đây. Choáng ngợp trước bức tranh phong cảnh hoang sơ được tô điểm bắng những dải lụa trắng. Càng khâm phục hơn những con người nơi đây, họ gùi từng gùi đất lên những hộc đá tai mèo để trồng hoa màu. Họ đã cho cả vùng núi đá cằn cỗi trở lên xanh tươi hơn rực rỡ hơn, đó là những bông hoa trên đá.
                                                         Cao nguyên đá Đồng Văn có tới hàng trăm biểu hiện di sản địa chất, địa hình, địa mạo...là nơi đa dạng và bảo tồn tốt trong điều kiện tự nhiên của khu vực. Chính điểm này đã giúp cho nơi đây không chỉ là nơi có giá trị to lớn về mặt khoa học mà còn thu hút du khách khắp nơi đến với Hà Giang, đến với cao nguyên đá Đồng Văn. Giữa mênh mông của đất và trời giữa sự hùng vĩ của vách cao, vực sâu con người trở lên nhỏ bé vô cùng. Người dân nơi đây sống chung với đá, sống trong đá, sống trên đá và cùng đá tạo dựng cuộc sống chống chọi với thiên nhiên. Càng đi càng thấy khâm phục, càng thương hơn, yêu hơn những con người nơi đây họ không chỉ vượt lên để sinh tồn mà họ còn vượt lên tất cả để có một Hà Giang, một Đồng Văn một nơi mà rất nhiều người muốn được đến được trải nghiệm, được ở lại nơi đây. Một công trình vĩ đại trên đá:&quot; Con đường Hạnh Phúc&quot; đã nói lên ý trí quật cường của mỗi con người trên mảnh đất này.
                                                        Hãy là người biết yêu, biết thương, biết cảm thông và chia sẻ. Hãy đến để thăm, để trải nghiệm, để khám phá và để được gần được sống cùng với những con người trên mảnh đất này, chắc chắn hạnh phúc sẽ đến bên bạn"	1
410	Chủ quán vui vẻ	1
411	Vị trí đẹp bên bờ Sông Hương; khuôn viên rộng rãi, nhiều cây.	1
412	Rất nhiều hoạt động phù hợp các em nhỏ 	1
413	Khá hợp cho đi dã ngoại cuối tuần với bạn bè, không khí trong lành, nhiều điểm tham quan	1
414	Thái độ phục vụ: ổn, nhiệt tình, thân thiện, dễ thương.	1
415	Không khí ở trên thì mát và rất trong lành. Điều tuyệt nhất là khu trò chơi bên trong, chơi cả ngày vẫn chưa hết	1
416	Phong cảnh rất thanh bình, tuyệt đẹp, bầu không khí vô cùng trong lành	1
417	Khung cảnh đẹp và yên bình, là một nơi đáng để tham quan khi bạn du lịch ở Hong Kong	1
418	"Những điểm đến không thể bỏ qua khi du lịch Nam Du.
                                    Hòn Lớn
                                    Vốn là một vịnh tuyệt đẹp với diện tích nằm gọn trong vịnh Thái Lan. Đây được xem là bãi biển đẹp nhất trong quần đảo Nam Du. Những hàng dừa xanh nghiêng bóng, tuổi thọ có cây lên tới 70 – 80 năm. Đến đây, bạn có thể lặn bắt mực cá hoặc ngắm san hô đủ màu sắc. Bãi Cây Mến vắng người, nên bạn có thể tha hồ chơi đùa, tắm thỏa thích. Nước biển trong vắt và mát lạnh. Thêm nữa, bạn cũng có thể bắt ốc ở bãi đá dọc bãi tắm.
                                    
                                    Bãi Ngự
                                    
                                    Bãi Ngự nằm ở phía tây Củ Tron. Tương truyền trên đường qua Xiêm, vua Gia Long đã dừng lại đây nên khu vực này có tên là bãi Ngự. Mùa khô, bãi này vẫn đầy đủ nước ngọt trong khi các khu vực khác thiếu nước trầm trọng. Tại đây, vẫn còn một cái giếng luôn đầy nước. Người dân địa phương cho rằng giếng được đào khi vua đặt chân đến đây nên được đặt tên là giếng Vua.
                                    Bãi Chệt
                                    
                                    Theo dân gian truyền lại vào thế kỷ 16 trên đường ra Phú Quốc buôn bán, giữa đoàn tàu Hà Lan và người Trung Quốc đã xảy ra một trận ác chiến, mấy hôm sau có hàng trăm xác người Trung Quốc tấp vào bãi này, từ đó người dân gọi là Bãi Chệt.
                                    Hải đăng Nam Du
                                    
                                    Hải đăng Nam Du nằm trên đỉnh Hòn Lớn (Củ Tron) thuộc xã An Sơn. Đây được xem là ngọn hải đăng cao nhất Việt Nam nhờ nằm ở định đồi cao hơn 300 mét so với mực nước biển.
                                    Hòn Dầu
                                    
                                    Giống với Hòn Lớn, bãi biển vẫn xanh ngắt và hàng dừa rì rào bên bờ. Hòn Dầu tương đối lớn so với các đảo khác, rừng nguyên sinh chiếm khoảng 90% diện tích. Gần bờ có rất nhiều rặng san hô đang phát triển, không đẹp như vùng nước sâu khác nhưng nước biển trong vắt và rất sạch. Một số cây dừa ngả mình hướng ra biển thoai thoải, bạn có thể nằm lên đó và đánh một giấc trưa giữa cơn gió mát rượi.
                                    Hòn Nồm
                                    
                                    Là một trong 11 đảo có dân sinh sống, Hòn Nồm giữa hiện chỉ có duy nhất đại gia đình ông Dương Văn Sáu sinh sống. Hòn đảo được ông Vương Văn Kiều, cha ông sáu đến khai hoang và xây dựng từ năm 1960. Toàn đảo có diện tích khoảng 10 ha nhưng chỉ có 3 ha là có thể trồng trọt, phần diện tích còn lại hoàn toàn là núi đá.
                                    Hòn Mấu
                                    
                                    Hòn Mấu rộng khoảng 200 ha với hơn 120 hộ dân nằm liền nhau vắt ngang qua phần thấp nhất của đảo. Hầu hết người dân trên đảo này đều làm nghề biển. Ðảo nhỏ nên vừa đặt chân lên tới đây, người dân trên đảo từ người già đến trẻ em đều biết bạn là người khác đến đảo này.
                                    
                                    Trong số 21 hòn đảo của quần đảo này, tạo hóa có vẻ thiên vị khi ban phát cho hòn đảo nhỏ này những bãi biển tuyệt đẹp. Có đến năm bãi biển trên đảo. Trong đó, có hai bãi cát trắng mịn hiếm nơi nào có được là Bãi Chướng và Bãi Nam; còn lại là ba bãi đá: Bãi Bắc, bãi Ðá Ðen và bãi Ðá Trắng. Bãi Nam là mặt tiền của đảo. Bãi này hầu như yên ắng quanh năm, nên tàu bè đến giao thương đều dừng lại ở mặt này. Vì thế, cư dân ở đây cũng đông hơn. Dù vậy, bãi cũng rất sạch sẽ, cát trắng mịn và bãi Lài.
                                    Bãi Chướng
                                    
                                    Thú vị nhất là được đắm mình trong lòng nước mát lành ở Bãi Chướng. Bãi như một cái vịnh trông như một hồ nước khổng lồ bao bọc chung quanh là những hàng dừa có trên một đời tuổi người. Bãi cát chạy dài, nước có màu xanh lam trong vắt. Ra xa hàng chục mét vẫn còn thấy đáy.
                                    
                                    Cạnh đó là hai bãi đá không chê vào đâu được. Bãi Ðá Ðen có nhiều loại đá đẹp. Phần lớn là đá có màu đen bóng nên người dân lấy đó làm tên đặt. Ðá ở bãi này muôn hình vạn trạng, nhiều màu sắc. Khi mặt trời soi xuống, đá dưới biển lấp lánh nhiều màu sắc bắt mắt. Có những viên hoa văn rất lạ. Vân đá ngoằn ngoèo xanh, đỏ như vân cẩm thạch. Từ bãi Ðá Ðen đi bộ chừng 15 phút là đến bãi Ðá Trắng. Toàn bãi chỉ duy nhất một màu trắng của đá. Những viên đá nhỏ bằng ngón tay đến bằng bàn tay nằm dọc theo bãi biển. Bãi này hầu như không có cát, chỉ có đá trắng. Ai đến hai bãi đá cũng cầm về vài hòn đá như một món quà của biển khơi.
                                    Hòn Ngang
                                    
                                    Hòn Ngang có bến cảng êm sóng nhất Nam Du nên thu hút hàng ngàn tàu thuyền, ghe xuồng và những lồng bè nuôi cá. Từ Hòn Lớn qua Hòn Ngang mất 30 phút đi đò, mỗi ngày có hai chuyến xuất bến lúc 7h và 15h hàng ngày.
                                    
                                    Hòn Ngang là trung tâm xã Nam Du. Bến tàu Hòn Ngang có hàng ngàn tàu thuyền ghe xuồng và gần 60 lồng bè nuôi cá neo đậu không theo một trật tự nào. Bờ cảng là dãy nhà sàn trên cọc tre và bêtông san sát nhau chạy dài 2km. Chỉ có một con đường nhỏ chừng 1,5m, không có bất cứ loại phương tiện giao thông nào.
                                    
                                    Hòn Ngang có bến cảng êm sóng nhất Nam Du nên thu hút hàng ngàn tàu thuyền, ghe xuồng và những lồng bè nuôi cá.
                                    Hòn Ngang có bến cảng êm sóng nhất Nam Du nên thu hút hàng ngàn tàu thuyền, ghe xuồng và những lồng bè nuôi cá.
                                    Hòn Hai Bờ Đập
                                    
                                    Là địa điểm thường được dân du lịch lựa chọn để làm nơi tập trung cắm trại và dựng lều nghỉ đêm. Đây là địa điểm khá phù hợp để bạn lặn ngắm san hô, bắt nhum (cầu gai), câu cá, bơi lội.
                                    
                                    Hòn Sơn (Hòn Sơn Rái, Lại Sơn)
                                    
                                    Nằm giữa Hòn Tre và quần đảo Nam Du, cách đất liền khoảng 60km, trên nền xanh thẳm của đại dương, Hòn Sơn (hòn Sơn Rái) hiện lên như một quả núi khổng lồ. Từ năm 1983, hòn đảo duyên dáng này được mang tên là Lại Sơn, một trong 4 xã đảo thuộc huyện Kiên Hải (Kiên Giang) diện tích 11,5 km2 với hơn 2.000 hộ sinh sống. Đến Hòn Sơn, du khách mới thấy hết cảnh sắc nên thơ, sự kết hợp hài hòa giữa biển – đảo với những giá trị nhân văn gắn liền với lịch sử, văn hóa của vùng đất nơi trập trùng sóng nước.
                                    
                                    Vào những ngày trời đẹp, mây quang đãng, nhìn từ xa Hòn Sơn như một viên ngọc lấp lánh với 7 đỉnh nhấp nhô trên sóng nước. Càng đến gần, màu xanh trên đảo càng cuốn hút bởi quanh đảo được bao phủ bằng những rặng dừa xanh ngút ngàn, cảnh sắc êm đềm, thơ mộng. Dọc theo bờ biển là làng chài, tàu ghe tấp nập, không khí vô cùng nhộn nhịp.
                                    
                                    Đứng từ trên bờ nhìn ra, ai cũng say mê ngắm nhìn những hòn đá to nhỏ, chồng chất lên nhau, tạo thành những dáng vẻ kỳ thú. Hấp dẫn nhất là tại bãi Thiên Tuế, gần đền Nam Hải với những
                                    tảng đá sừng sững muôn hình vạn trạng nổi lên trên những viên đá cuội, tạo cảm giác lạ lẫm.Quanh đảo được bao phủ bằng những rặng dừa xanh ngút ngàn, cảnh sắc êm đềm, thơ mộng. "	1
419	Cảnh thiên nhiên rất đẹp và hoành tráng	1
420	Bánh cũng được	1
421	Một cảm giác rất thú vị, rất thư thái và yên bình 	1
422	Rất mát, rất đẹp.	1
423	Khu ăn uống khá đông vui nhộn nhịp; an ninh ở đây tốt, người dân đa phần thân thiện thật thà.	1
424	"Con người tốt, thân thiện
                                    đồ ăn ngon phong phú
                                    Bãi biển đẹp
                                    Giá rẻ"	1
425	Chuyến thăm Pattaya là một cách tuyệt vời để khám phá những bãi biển dọc Vịnh Thái Lan. Bãi biển Jomtien thư giãn và phù hợp cho gia đình là một điểm nóng cho các môn thể thao dưới nước và mát-xa bên bờ biển. Đức Phật khổng lồ của Wat Khao Phra Bat canh gác cho thành phố, và Đền Chân lý Wang Boran bằng gỗ bày tỏ lòng kính trọng đối với nghệ thuật và kiến ​​trúc Phật giáo và Ấn Độ giáo. 	1
426	Là một loại hình nghệ thuật đặc sắc, chỉ có ở Việt Nam	1
427	Rộng, đẹp, khá đông vui 	1
428	Mình khá ấn tượng món bánh đa xúc vả (giả hến), nấm bọc bột rán và canh chua. 	1
429	"Premier Village Danang Reosrot đường Võ Nguyên Giáp - q. Ngũ Hành Sơn là khu biệt thự ven biển tuyệt đẹp với: bãi biển dài, rộng, cát rất mịn, đầy đủ tiện nghi, dịch vụ tốt, nhân viên tận tình, chu đáo,... À nhà hàng ở đây có 2 cái: 1 là Cá Chuồn Cồ (mình phải nghe đến mấy lần mới nhớ đc cái tên đấy) chuyên hải sản, và 1 cái khác là Lemongrass thì đầy đủ món VN, Á, Âu, Tàu, Mỹ có tất. Còn 1 kiểu nữa nhưng bạn nè khá ăn chơi và tốn kém (mình chưa đc thưởng thức mà chỉ nghe nói thôi nhé) là bạn có thể tổ chức tiệc (nướng hay gì gì đó) ngay trong village bạn sống và họ sẽ mời đầu bếp đến phục vụ bạn tận nơi đấy. 
                                                      
                                                       Thích hợp để nghỉ dưỡng, và vui chơi. Mất 10p ra sân bay, 10p vào đến chợ Hàn, đi tẹo là đến Ngũ hành sơn, và trên đường vào Hội An. 
                                                      
                                                      
                                                      "	1
430	Kiến trúc từ hiện đại đến truyền thống	1
431	Khu rừng nhiệt đới tự nhiên...rất tuyệt.	1
432	Mình mới đi Đền Hùng lần đầu tiên tháng vừa rồi. Cảnh quan thật đẹp và hùng vĩ. Rất thích và sẽ quay lại. Bạn có thể kết hợp đi Đền Hùng với một vài đền chùa ở Sơn Tây như Chùa Mía, Đền Và, thành cổ Sơn Tây...sẽ thành 1 một tour đi trong ngày khá thú vị. 	1
433	Cảm giác thực sự thanh bình.	1
434	Không quá xa Hà nội, giao thông rất tốt	1
435	Các món bình dân nấu khá ngon	1
436	Tàu sắt an toàn; service tốt, đồ ăn ngon (hơi nhiều)	1
437	Tiện đi chợ đêm thì ghé ăn luôn	1
438	Nhà hàng nổi tiếng với các món ăn hải sản tươi ngon	1
439	"- Biển sạch, không khí trong lành, thiên nhiên hoang sơ tuyệt đẹp.
                                                      - Con người chất phác, thân thiện."	1
440	Yên bình, Mát mẻ	1
441	Bãi biển đẹp, còn chưa phát triển lắm	1
442	Mới xây nên sạch sẽ và giá cả phải chăng. Nhân viên nhiệt tình	1
443	Đồ ăn giá vừa phải, nhân viên đông, phục vụ nhiệt tình! Hồ cá KOI Nhật	1
