ID	Sentiment	Content
150	1	Về với Nha Trang, bạn cần mùa những sản phẩm cho chính mình hay làm quà cho người thân, hãy đến Chợ Đầm. Ở đó sẽ đáp ứng tất cả nhu cầu của bạn. Tôi đã đi và đã biết. Từ áo quần, giày dép, mũ nón, đến đồ lưu niệm, hải sản tươi, khô, ... chắc chắn làm bạn hài lòng như tôi đã từng!
151	1	Nhà mình đã đến tham quan vườn thú mở Khao Kheow trong tour du lịch Thailand dịp 30/04 năm ngoái. Cảm giác đầu tiên của mình đến đây là tò mò vì không hiểu vườn thú &quot;mở&quot; của Thailand này có gì hay không. Thực tế mình chỉ thấy lạ, chứ không thực sự hay lắm (được cái là biết nhiều loài động vật). Bằng xe điện, bạn sẽ được đi tham quan 1 vòng vườn thú và được hướng dẫn viên giới thiệu từng loài thú ở đây (sẽ có một vài chặng nghỉ từ 10-15 phút/lần). Thời gian tham quan mình nhớ cũng lâu (hơn 2h đồng hồ thì phải). Kết thúc chuyến đi, cả nhà mua 1 cái đĩa lưu niệm trong đó có ảnh chụp cả gia đình. Nếu gia đình bạn có trẻ nhỏ thì có lẽ đây là điểm tham quan hay và nên đi tại Thailand.
152	1	Chợ có đủ loại mặt hàng với giá cả vừa túi tiền khách hàng. với nhiều loại mặt hàng mới và lạ. Đặc biết vào ban đêm có chợ bán quần áo và đồ rất là rẻ để mọi người lựa chọn
153	1	Hay nhất trong khu này là có vườn sim, nếu đi đúng mùa thì ngắm được hoa sim, quả sim. Chỗ nhà máy thì thực ra là một xưởng có mấy cái bồn chiết xuất gì đó thôi. Ngoài ra thì có một cửa hàng bán rượu sim, siro sim phía bên ngoài.                    Nói chung ai chưa biết cây sim là gì thì cũng nên đi cho biết :)
ID	Sentiment	Content
154	1	Đây là một trong tứ đại đỉnh đèo của miền Bắc. Đèo này hiểm trở ở chỗ bên dưới là vực sâu hun hút (gọi là Mã Pì Lèng vì nó dốc đứng như sống mũi ngựa), đứng nhìn xuống cảm giác hơi rờn rợn, nhìn thấy sông Nho Quế (bắt nguồn từ Trung Quốc) phía dưới chỉ be bé. View ngoạn mục, lại có phần hơi mạo hiểm vậy nên lại rất hấp dẫn cho ai đó thích cảm giác mạnh, thích những khung hình chụp lạ mắt. 
155	1	Đi Thung Nai mà không đi đến Đảo Dừa thì hơi phí. Trước mình đi thì mình hay liên hệ với Bác Tuy chủ đảo, nhà bác phục vụ nhiệt tình, uy tín, đi theo nhóm đông hay nhóm nhỏ đều OK. chi phí từ bến đến Đảo, ăn uống, ngủ nghỉ 2 ngày 1 đêm trọn gói 300.000đ/người
156	1	Mình nói hiện đại bởi Ngũ Hành Sơn có 5 ngọn, trong đó có 1 ngọn có thang máy đi lên :), khá đặc biệt. Điều mình thích ở đây là gặp rất nhiều xương rồng mọc ở các vách đá, đẹp và hoang sơ. Việc leo 5 ngọn này khá thú vị, có thể ngắm được 1 vài bãi biển lân cận nhưng tầm nhìn đẹp thì nên đến Đỉnh Bản Cờ :).                                         Ở đây có vé vào các bạn nhé, xung quanh là các hàng lưu niệm bán đá phong thủy, tượng, đồ trang trí bằng đá các loại.... Nếu chạy xe máy đến thì chi phí gửi xe là 10k, đắt nhất trong các khu vui chơi mình đến ở Đà Nẵng :)
157	1	"Cao nguyên đá này là một cụm thắng cảnh đặc sắc, có ý nghĩa tới mức được UNESCO cho vào danh sách di sản văn hoá thế giới. Xét về vẻ đẹp, tôi thấy nó vừa hùng vĩ, vừa nên thơ. Nói như vậy là bởi tôi thấy nơi đây có những ngọn núi, đồi có  đá tai mèo nhấp nhô, bao quanh bởi những con đường cong cong, tạo thành một ""khuôn viên"" khổng lồ, đúng với tên gọi : công viên đá. Mới được biết đến vài năm trở lại đây, và được UNESCO tài trợ, khu thắng cảnh rộng nhưng trông rất ngăn nắp, quy củ.                                       Tất nhiên được trải nghiệm cảnh quan hiếm có này là điều thú vị, nhưng nếu không có nhiều hoạt động thú vị cho du lịch thì có lẽ ít người quay lại đây."
158	1	Tôi ở khách sạn Nhi Nhi mới 1 lần, cách đây khá lâu rồi. Giờ chỉ còn nhớ khách sạn nhỏ nhỏ gọn gọn, có bể bơi xinh xinh trong nhà. Khách sạn phù hợp với người đơn giản, không cầu kỳ.
159	1	Nhà hàng ngay sát bờ biển, món ăn ngon hợp khẩu vị, giá cả hợp lý rất phù hợp với gia đình. Nhân viên phục vụ nhiệt tình. Hẹn gặp lại.
160	1	Bãi Sao đẹp nhất Phú Quốc, cát nhỏ màu trắng rất mịn. Nước trong vắt, bãi thoai thoải đẹp như trên phim. Tuy nhiên đường vào hơi khó đi, không hiểu sao cả chục năm mà đường vào vẫn là đường đất gồ ghề, nhỏ, đi oto sóc quá. Lối vào thì xuyên qua một nhà hàng, họ có dịch vụ tắm tráng, ăn uống nghỉ võng luôn.                    Đây là điểm đáng để đi ở Phú Quốc nhưng quản lý như hiện nay là quá lãng phí
161	0	Cơ sở này đông khách quá. Cách tổ chức nặng về thương mại, ít tính trình diễn, tham quan. Khu nhà bán trang sức ngọc trai thì lớn, chỉ có một bàn nhỏ bên ngoài có 2 em gái đứng mổ ngọc trai cho khách xem trong khoảng 5 phút, chắc là để khách yên tâm ngọc ở đây là ngọc thật.                    Nói chung có thời gian thì ghé, không thì cũng không sao.
162	0	Khu này ở vị trí trung tâm, xung quanh tấp nập đông vui nhưng vào trong khu mua sắm thì lại vắng, người bán nhiều hơn người mua.                    Outlet nhưng giá cũng không mềm mại cho lắm nên không hấp dẫn.                    
163	1	Bản thân phố cổ này cũng như một bức tranh nhỏ nhắn có nhiều điểm nhấn, không phải đẹp rực rỡ, mà ở đây cái hay là ở bầu không khí chậm rãi, không vội vàng tấp nập (tuy là phố). Buổi tối ở đây được đi dạo xung quan trên con đường vắng xe cộ, hoặc ngồi trong các quán cafe cũng trưng bày có tính nghệ thuật, là một trải nghiệm cho người có tính nghệ sĩ.
164	1	Phòng hơi nhỏ nhưng sạch sẽ ấm áp. Vị trí tốt, nằm đối diện với New World. Hoàng Hải Long dính liền với khách sạn khác cùng tập đoàn nên bên ngoài trông lớn hơn. Loại phòng Sup không có cửa sổ nên nhiều lúc hơi bí. Ăn sáng buffet được. Phòng họp ở lầu trên cùng, chứa được khoảng 30 người.
165	1	Với mức giá đặt qua agoda khoảng 450k/phòng thì chất lượng khách sạn khá ok. Phòng rộng sạch sẽ, nhà tắm tuy hơi nhỏ nhưng cũng sạch sẽ. Ko có ăn sáng. 
166	1	Khi đến tham quan Vườn quốc gia Ba Vì, điều tôi thích nhất là phong cảnh nơi đây. mọi thứ rất tuyệt, không khí trong lành, thời tiết luôn mát mẻ. Đường lên Vườn Ba Vì khá khó đi và nguy hiểm, có nhiều đoạn dốc
167	1	Phong cảnh đẹp, không khí thoáng mát, thức ăn ngon, thái độ phục vụ của nhân viên khách sạn, nhà hàng rất tốt. Giá vé đi tàu ra vịnh khá đắt
168	1	Huế rất đẹp, thành phố xinh xắn, duyên dáng. Cảm giác chỗ nào ở Huế cũng là di sản. Rất phù hợp với người nào lãng mạn và hoài cổ. Thời tiết - nắng oi bức, mưa dầm...
169	1	Hội An có tất cả những gì tôi muốn - di sản - văn hóa, biển, con người thân thiện, đồng quê trong lành. Chưa có nhiều hoạt động buổi tối hay
170	1	Phế tích Angkor Wat là nơi phải đến thăm. Đang tu bổ (tháng 8/2014) nên không trèo lên được tháp phía trong cùng như cách đây mấy năm. Nên đi Angkor Wat vào buổi sáng, buổi trưa hoặc chiều thì rất nắng.
171	1	Tôi cho bọn nhóc đến thăm quan Bảo tầng dân tộc học Việt Nam cuối tuần vừa rồi, đây cũng là lần đầu tiên tôi đến thăm quan. Nhiều thông tin hữu ích giúp tôi biết thêm văn hoá các vùng miền mà tôi chưa có dịp đến, bọn trẻ cũng thích các vật dụng vùng dân tộc được trưng bày và cũng rất thích xem rồi nước (hôm chúng tôi đi có rối nước tổ chức ngay trong khuôn viên Bảo tàng).
172	1	Ăn ngon, tuy phòng ăn hơi nhỏ. Gần sân bay. Có nhiều cá, người ta còn để sẵn mồi để cho cá ăn. Ở gần chợ.
173	1	Kiêu Kỵ là làng nghề truyền thống thuộc đất Đông Ngàn, Kinh Bắc xưa, làng duy nhất ở Việt Nam chuyên làm vàng quỳ, nay thuộc huyện Gia Lâm (Hà Nội), có lịch sử trên 400 năm do danh nhân Nguyễn Quý Trị truyền dạy.                     Đến Kiêu Kỵ hôm nay, từ xa đã nghe tiếng âm vang khúc nhạc đập quỳ khoan mau, vang qua luỹ tre làng, trải trên các cánh đồng suốt ngày không dứt.                     Không chỉ riêng tại làng, người Kiêu Kỵ còn đem theo nghề của mình đi khắp các vùng, miền trên đất nước như: Bắc Ninh, Hà Nội, Nam Định, Huế… lập nghiệp.                     Có lẽ, quê hương Kiêu Kỵ mới có nhiều người mang nghề đi lập nghiệp bốn phương trời như thế.                     Vào ngày 12 tháng giêng âm lịch, làng vào đám, mở hội nghề khai xuân và lễ cúng tổ nghề. Dân làng từ khắp nơi nô nức về quê tham gia lễ hội.                     Trước Cách mạng tháng 8, nghề làm vàng quỳ khá phát đạt, cung cấp vàng quỳ cho hầu hết các công trình tín ngưỡng cung đình để giát lên các tượng phật, ngai vàng, hoành phi, câu đối, kiệu rước, cả tranh sơn mài nữa… Trong hai cuộc kháng chiến chống Pháp, Mỹ, nghề làm vàng quỳ gần như bị mai một. dân làng chuyển sang làm nghề sản xuất đồ dùng bằng da và giả da. Sau ngày thống nhất đất nước, nhất là thời kỳ kinh tế mở cửa, các công trình văn hoá, các di tích lịch sử được khôi phục hoặc xây dựng mới rất cần đến vàng quỳ, do đó nghề truyền thống ở Kiêu Kỵ được khôi phục và phát triển. Hiện có gần 50 gia đình chuyên kinh doanh vàng quỳ, nhiều hộ sản xuất với quy mô lớn, có tới 20 thợ làm việc. Nhờ vậy, hàng trăm thanh niên sau khi rời khỏi trường phổ thông và vài trăm lao động nữ có công việc làm và thu nhập ổn định.  
174	1	Phong cảnh đẹp, không quá đông khách như các bãi biển khác khi vào mùa hè so với các bãi biển ở phía Bắc. Tàu và khách sạn giá cả hợp lý. Vé thắng cảnh đắt so với người Việt
175	1	Là 3 điểm highlights của Nghệ An. Được cái gần Hà nội nên dễ đi. Con người còn thuần thiện. Tuy bãi biển không đẹp lắm nhưng một kỳ nghỉ ngắn 2 ngày là ổn. Cũng không có gì thực sự không thích
176	1	Phong cảnh ở Bali thật tuyệt vời, người dân mến khách với hơn 95% dân số theo đạo Hindu mặc dầu Indonesia là đất nước Hồi giáo. Văn hóa Ấn độ ảnh hưởng rất lớn đến các đền ở Bali. Chưa có đường bay thẳng từ Việt nam tới Bali
177	1	Bãi biển đẹp và sạch hơn rất nhiều so với Pattaya, đi tàu cao tốc ra đảo cũng thú vị hơn. Buổi tối ở Phuket rất náo nhiệt, có nhiều nơi đáng để xem khi đến đây. Thích tự do thám hiểm thành phố về đêm. Nên mang quần áo mỏng, thích hợp với mùa hè
178	1	Angkok Wat, Angkok Thom thật là hùng vĩ, xứng đáng di sản thế giới là nền văn minh của đế chế Khmer. Dân Campuchia khá hiền lành, giao thông đi lại dễ dàng mặc dù là điểm hấp dẫn du khách nhất ở Đông Nam Á. Khí hậu nóng quanh năm
179	1	Chỉ có thể nói rằng đây là nơi lý tưởng và đáng sống. Sáng sáng đi tắm biển ngắm bình minh, chiều chiều đạp xe quanh những con kênh nhỏ ngắm cò trắng bay và hoàng hôn trên bãi sông, rồi tối tối lại lang thang trong phố cổ ngắm đèn lồng đỏ, nghe nhạc... À món chè và sinh tố ở đây hơi ngọt bạn nhé. 
180	1	Các gánh cơm hến, chè, bánh đặc sản của Huế xung quanh chợ có giá rất rẻ, chỉ với một số tiền nhỏ có thể thử hết đặc sản của Huế.
181	1	Mình chọn Sapa Lake View Hotel cho chuyến du lịch tự túc đầu tiên trong đời sinh viên và nó khiến mình hoàn toàn hài lòng. Không gian ấm cúng, tiện nghi vừa đủ, vị trí thuận lợi và giá cả rất phải chăng. Đặc biệt, mình rất ấn tượng với sự thân thiện của chủ khách sạn. Chắc chắn mình sẽ tiếp tục chọn ở đây nếu như có dịp trở lại Sapa.
182	1	Dãy phòng Garden View tại khu nhà cấp 4 giống tiêu chuẩn nhà nghỉ. Tường mỏng, cửa hở nên cách âm kém. Có vài phòng bị dột khi mưa to. Khăn cũ không thay nên chuyển màu xám đen khi thấm nước. Chỗ tập kết rác gần dãy phòng này nên có mùi hôi nặng. Khi tôi báo cho khách sạn thì họ cũng đã dọn ngay nên sau đó mùi cũng đỡ hẳn. Tuy chưa ở phòng cao hơn ở dãy nhà chính (nhà cao tầng) nhưng tôi cho rằng phòng ở đó tốt hơn.  Bể bơi của khách sạn nhỏ, nhỏ hơn nhiều so với cảm giác qua ảnh. Nước không được xử lý tốt nên đục, không sạch.  Nhân viên lễ tân tốt nhưng các nhân viên khác không vui vẻ dễ gần. Ăn sáng buffet khá tốt.
183	1	Gần 1 ngày được trải nghiệm cảm giác làm một người nông dân với các hoạt động làm đất, trồng rau, tưới nước, hái rau... thật tuyệt vời. Thưởng thức các món ăn đặc sản như Tam hữu, Bánh xèo ăn kèm với rau sống hái từ ngoài vườn thật là một trải nghiệm khó quên.
184	1	Chùa thì không đẹp, phải đi vòng vèo chút qua khu chợ cá. Chùa nằm trên đồi cao nên view xuống biển và thành phố cũng được. Ấn tượng nhất có lẽ là đàn khỉ khá đông ở trước sân chùa, lên mới biết tại sao Khao Takiab còn được gọi là Núi Khỉ
185	1	Thiên nhiên ưu đãi, khí hậu mát mẻ quanh năm. con người thân thiên. nhiều cảnh vật thiên nhiên kỳ vĩ với vẻ đẹp hoang sơ trữ tình Còn thiếu những trò chơi cảm giác mạnh
186	1	Khu này rất rộng, hình như có đủ cả 54 kiểu nhà của các dân tộc nhưng đa số các nhà chỉ được dựng lên, bên trong không có gì nhiều để tham quan. Một số nhà thậm chí còn bị khóa cửa nên không vào xem được. Thậm chí khu vực vệ sinh cũng khóa cửa luôn.
187	0	Phòng khá sạch sẽ, nhưng không thể chịu nổi nóng ở đây vì điều hòa chắc có vấn đề, phong cảnh xung quanh cũng không đẹp lắm. Có nhà ăn nhưng thức ăn không ngon :((( 
188	1	Thực sự yên bình và lãng mạn. Phố cổ hoành tráng va nhộn nhịp nhưng không có tiếng động cơ. Đèn lồng sáng rực, trên bến dưới thuyền tấp nập khách Âu, trung tâm mua sắm sầm uất. Bán lẽ chèo kéo.
189	1	Tôi không có gì phàn nàn về kỳ nghỉ dưỡng của mình tại ks 5 sao ở Đà Nẵng - Quá tuyệt cho 1 kỳ nghỉ hè Ít các dịch vụ chơi đêm ven Biển
190	1	Khách sạn đẹp, gần sân bay, giá rẽ, nhiều điểm tham quan đẹp và có giá trị. Hải sản ngon và tuyệt vời, không bị chặt chém. Tắm biển thật là thích. Không có nhiều nơi mua sắm sang trọng. Nhiều khu vui chơi còn sơ sài. 
191	1	Chuyến đi chỉ có 2 người đến thành phố Hoa Đà Lạt, cảm giác của chúng tôi như được về nhà, Đà Lạt tình yêu và nỗi nhớ, Đà Lạt của những rừng thông, vườn rau những di tích danh lam, thắng cảnh nhưng điều làm tôi nhớ nhất về Đà lạt đó là những bông hoa xinh đẹp, mùa nào cũng có những bông hoa khoe sắc, đi bất cứ những nẻo đường nào ở Đà Lạt chúng ta cũng thấy hoa, đường hoa, nhà hoa, màu vàng cam của hoa cúc quỳ, màu vàng tươi của hoa Mimosa màu hoa của tình yêu và nỗi nhớ tượng trưng cho mối tình chung thủy của Đà lạt và du khách.                                                 Trải qua 1 đêm trên xe giường nằm sáng hôm sau Đà Lạt hiện ra trong mắt chúng tôi nguyên vẹn như 1 nàng công chúa ngủ trong rừng.                                                 Điểm đầu tiên mà chúng tôi đặt chân đến đó là chợ Đà Lạt, ngôi chợ lâu đời, cổ kính nằm ngay trung tâm kế bên Hồ Xuân Hương thơ mộng và trữ tình.                                                 Nếu ai hỏi tôi nét đẹp của chợ Đà Lạt là vào khi nào thì xin thưa các bạn vào lúc sáng sớm, khoảng 5h, lúc đó cũng là lúc chợ hoạt động, rau củ, hoa tươi ngon từ khắp nơi đổ về được bày bán ngay tại chợ ngày xưa cũng vậy còn bây giờ cũng vậy.                                                 Sau khi nghỉ ngơi khoảng 2h chúng tôi bắt đầu chuyến đi khảo sát Đà Lạt xưa và nay. Điểm đầu tiên mà chúng tôi đến đó là Hội Quán giao lưu âm nhạc, nơi đây vừa là điểm tập trung những người thích dòng nhạc tiền chiến vừa là điểm dạy khiêu vũ. Sau khi làm việc với anh Ngọc chủ quán về việc chuẩn bị chỗ đốt lửa trại và giao lưu chúng tôi tiếp tục hành trình khám phá Đà Lạt.                                                  Điểm thứ 2 trong hành trình là Vườn Dâu Tây chị Mai, nhìn những trái dâu xinh tươi mơn mởn chỉ muốn cắn ngay, những trái dâu đỏ rực còn đọng lại vài giọt sương đêm, vườn dâu lớn và rộng, cơ man nào là dâu, để đầu tư 1 khu vườn như vậy hẳn chị Mai đã bỏ rất nhiều công sức nào là chăm sóc, bón phân, tưới nước…mọi thứ đều được làm tự động theo 1 quy trình khép kín. Chúng tôi chia tay với vườn Dâu đến với 1 điểm lịch sử Đà Lạt mà ai cũng biết nhưng đối với du khách thì còn khá xa lạ đó là Khu Lăng Mộ Ông Nguyễn Hữu Hào- điền chủ lớn nhất của Miền Nam cũng là cha của Nam Phương Hoàng Hậu, khu lăng mộ nằm trên một sườn đồi bao bọc bởi rừng thông cổ thụ hàng trăm năm tuổi, những ngôi mộ cổ kính đậm nét rêu phong cô tịch quả là 1 nơi yên tỉnh và có phong thủy rất tốt để cho 1 giấc ngủ ngàn thu. Cổng vào khu mộ là những hàng trụ biểu (giống như lăng tẩm vua chúa ở Huế) vừa uy nghi vừa giản dị biết bao dù trải qua thăng trầm, biến đổi của thời gian thì đây vẫn là 1 di tích lịch sử quan trọng của thành phố Đà Lạt.                                                 Điểm thứ 3 mà chúng tôi đến đó là Trang Trại Cà Phê Chồn, nằm ở dưới 1 thung lũng, đường vào trang trại quanh co, khúc khủy, loanh quanh, khi đi vào trang trại con đường làm tôi liên tưởng đến 2 câu thơ xứ Nghệ “Đường vô xứ Nghệ loanh quanh – Non xanh nước biếc như tranh họa đồ” Anh Minh chủ trang trại đón tiếp chúng tôi rất nồng hậu, chúng tôi tham quan những vườn cà phê, những hạt cà phê đỏ chín mọng, xum xuê bên cạnh là những chú chồn xinh xắn mắt to tròn ngây thơ nhìn chúng tôi, chúng thản nhiên ăn những hạt cà phê một cách ngon lành, chúng tôi được thưởng thức cà phê chồn qua 1 công cụ pha cà phê rất đặc biệt do chính ông chủ sử dụng (máy này của Việt Nam 100% nhé)                                                 Sau khi chụp vài tấm hình làm kỷ niệm chúng tôi tạm chia tay với những giọt cà phê thơm nồng quay về khu Tượng Đài Ông Yersin, ở đây người ta đang trang trí những cây thông và hình tượng ông già noel giữa tiết trời se lạnh hình ảnh làm tôi nhớ đến 1 mùa giáng sinh an lành với tuyết phủ trắng mọi nẻo đường Đà Lạt và ông già Noel cưỡi trên chiếc xe tuần lộc phát quà cho trẻ em.                                                 Ga Đà Lạt luôn là điểm mà không chỉ người dân Đà Lạt muốn đến mà tất cả du khách đặt chân đến Đà Lạt đều phải ghé qua bởi vì dây là 1 điểm gắn liền với lịch sử hình thành Đà Lạt, chiếc đồng hồ tại Ga Đà Lạt ghi lại giờ khắc mà Bác Sĩ Yersin đã tìm ra cao nguyên Lang Biang, tại đây vẫn cò lưu giữ chiếc đầu máy xe lửa cổ kính và tuyến xe lửa từ Ga đi trại Mát vẫn khởi hành thường xuyên khi có khách đăng ký với giá vé là 75.000đ/người (khứ hồi).                                                Chúng tôi trở về chợ Đà Lạt vẫn khung cảnh tấp nập kẻ bán người mua những gian hàng áo len, nón len màu sắc sặc sở, tuy khác với chợ Đà Lạt trước kia nhưng vẫn còn đó những dãy quán cafe Làng Văn nằm ở trên sườn đồi ngay trước chợ.                                                 Khách sạn Golf 3 là một trong những khách sạn lâu đời của Đà Lạt nằm sừng sững uy nghi bên hông chợ ngay trục đường Nguyễn Thị Minh Khai, cách đó không xa là cây Phượng Tím – là một trong biểu tượng của Đà Lạt, trước đây chỉ có 1 cây duy nhất do kỹ sư Lương Văn Sáu mang về trồng.                                                 Trời đổ mưa phùn, Tôi bước vội tìm chỗ trú mưa bất ngờ tôi lại lạc bước vào bên hông chợ trước mắt tôi là quán cà phê Tùng, đối với tôi nói riêng và tín đồ nhạc Trịnh nói chung thì ai cũng biết đây là nơi mà Nhạc sỹ Trịnh Công Sơn đã gặp gỡ nữ hoàng nhạc Trịnh ca sỹ Khánh Ly trong một chiều mưa. Cũng giống như bây giờ trong lúc lang thang ở chợ Đà Lạt, bất chợt trời đổ cơn mưa, ông cũng như bao nhiêu người khác đã bước vào quán cà phê Tùng trong lúc thưởng thức ly cà phê giữa không gian mưa lạnh thì cách bàn ông không xa có 1 nhóm thanh niên Nam Nữ ngồi đàn hát với nhau (đó là nét đặc trưng của người Đà Lạt xưa) và bất chợt ông nghe thấy một giọng nữ cao vút đó chính là nữ ca sĩ Khánh Ly. Sau đó cả 2 cùng về Sài Gòn và ca sĩ Khánh Ly đã làm cho dòng nhạc Trịnh phát triển vượt bậc với bài hát đầu tiên là Ướt Mi.                                                 Có người chê cà phê ở Tùng không có gì xuất sắc lắm, có người than nhạc ở Tùng buồn quá, có người lại nói không gian ở Tùng chật chội nhưng không ai phủ nhận sự hiện diện hơn nửa thế kỷ của cà phê Tùng tại thành phố sương mù.                                                 Sự hiện diện mang tính cách lịch sử gắn liền với thành phố Đà Lạt. Phong cách, kiểu dáng của quán thuở ấy tới bây giờ, lúc nào cũng vẫn vậy. Vẫn những bàn ghế trang trọng mà đơn giản giữ mãi một vẻ không cũ không mới trong tiếng nhạc vừa đủ nghe và cũng vừa đủ để chuyện trò. Tính cho đến ngày nay, cà phê Tùng đã hiện diện ở Đà Lạt hơn một nửa thế kỷ. Chú Tùng nay đã qua đời nhưng những người trong gia đình vẫn còn giữ truyền thống của một tiệm cà phê cổ. Những chiếc bàn cũ kỹ, những bức tranh bạc mầu, những miếng gỗ ốp tường và cả chiếc cửa ra vào lúc nào cũng mở hé là tất cả những gì Tùng xưa bắt đầu và Tùng nay gìn giữ.                                                Sau khi ôn lại những kỷ niệm cũ, tôi quay phòng nghỉ ngơi. Gần 16h chúng tôi tiêp tục cuộc du khảo đó là Nhà Thờ Du Sinh – một trong những nhà thờ cổ xưa nhất của Đà Lạt – ngôi nhà thờ nằm nép mình trong một vườn hoa, tuy cũ kỹ rêu phong nhưng lại toát lên dáng vẻ cổ kính và uy nghi, đối với giáo dân Đà Lạt thì ngôi nhà thờ này đã gắn liền với kỹ niệm đời cha, đời ông của họ sau khi tham quan nhà thờ chúng tôi chạy vào đường Phù Đổng Thiên Vương để đến với 1 ngôi trường nổi tiếng của Đà Lạt là trường Cao Đẳng Sư Phạm Đà Lạt, một ngôi trường có kiến trúc đẹp nhất của Đà Lạt với dãy hành lang hình huyền nổi bật là cái tháp, nghe đâu khi xây dựng mục đích là để làm nhà thờ nhưng sau đó lại sử dụng làm trường học, trong sân trường tha thướt những tà áo dài, nữ sinh Đà Lạt trông thật duyên dáng trong những chiếc áo dài cách điệu bằng những chiếc áo len mỏng xinh xắn, nổi bật, mái tóc dài gương mặt trái xoan luôn ửng hồng là nét duyên dáng của các thiếu nữ Đà Lạt luôn e ấp, ngượng ngùng khi có 1 ánh mắt nào đó liếc trộm của bạn trai hoặc người lạ.                                                 Sau khi chụp vài tấm hình để làm kỷ niệm chúng tôi ghé vào 1 quán nhỏ ngay bến xe cũ Đà Lạt thưởng thức món mỳ Quảng, vị nồng cay của nước lèo cộng với sự dòn tan của bánh tráng và những sợi mỳ vàng rượm giữa không khí se lạnh tạo cảm giác chưa ăn mà đã thấy rất ngon.                                                Chúng tôi về khách sạn làm vệ sinh cá nhân, nghỉ ngơi đến 19h chúng tôi lại tiếp tục khám phá Đà Lạt về đêm lúc này số lượng du khách đã đông hơn, tấp nập hơn, chợ đêm Đà Lạt với đủ màu sắc của ẩm thực và quà lưu niệm, áo len, khăn len…những hàng quán mọc lên như nấm nào là thịt nướng, sữa đậu nành nóng bốc khói nghi ngút như một làn sương mờ ảo bao quanh chợ Đà Lạt, chúng tôi đi dọc theo Hồ Xuân Hương mùa này quanh bờ hồ trăm hoa đua nhau khoe sắc cả những nàng cẩm tú cầu cũng chen vai sát cánh cùng nàng cúc Quỳ.                                                 Chúng tôi đến cà phê Thủy Tạ nơi từng lưu dấu lịch sử Đà Lạt xưa kia, cái cảm giác “cà phê run” vẫn còn đọng lại trong tâm trí của người Đà Lạt xưa và nay vừa thưởng thức ly cà phê vừa ngắm cảnh hồ xao động bởi những cặp tình nhân cùng nhau đạp Vịt trên hồ. Xe ngựa là 1 phương tiện di chuyển độc đáo mà Đà Lạt vẫn còn sử dụng để phục vụ cho du khách, những chú ngựa to khỏe sải bước lộc cộc, lộc cộc mang lại những âm thanh vui tai và không thể thiếu của Đà Lạt ngoài tiếng chuông nhà thờ vào mỗi buổi chiều làm lễ. “Đà Lạt lối xưa xe ngựa hồn du khảo” là thế. Trời Đà Lạt mà mưa thì đúng là buồn hiu hắt.                                                                                                 
192	0	Khách sạn này tên là khách sạn buồn. Phòng ốc, nội thất, kiến trúc đều cũ kỹ. Không khí tổng thể buồn tẻ, xa cách. Ăn sáng tạm được. Đi bộ từ khách sạn ra biển có nhiều đoạn không có vỉa hè, đi khá nguy hiểm.                Điểm cộng là view ra cánh đồng đẹp.
193	0	Đường không quá dốc và vất vả, theo lời kể của người địa phương thì khoảng 1200 bậc thang để lên tới hang. Lên tới hang không gian khá mát, lại có khe hở trên nóc có nắng rọi xuống nên không bị ẩm tháp quá, tôi đánh giá đây là một hang cao, rộng, leo lên trên còn có đường vào sâu một đoạn khá thú vị. Có một chút góp ý là nên bố trí thêm nhiều thùng rác trên đường đi, tốt hơn cho cảnh quan. 
194	0	Nói thế nào nhỉ, chỉ đi chơi một ngày với 1 lũ trẻ con và không có phòng nghỉ điều hoà, đi vào mùa hè thì chỉ có thể nói là xông hơi :P  Bãi trượt cỏ bé bé như các resort khác xung quanh Hà Nội.   một bể bơi trong nhà bé xíu nếu vào ngày nghỉ cuối tuần thì gọi là bể ngâm mới đúng. Bể bơi ngoài trời có khu trẻ con và khu người lớn. Khu trẻ con ổn nhưng khu người lớn có các bậc thang giật cấp, có nơi sâu đến 2,3m nên số lượng người hụt chân khá nhiều, thậm chí phải có bảo vệ chạy xuống lôi những người không biết bơi lên cũng khá thường xuyên :)  Không gian khá nhiều cây xanh và nhiều hồ câu, sẽ rất phù hợp cho bạn nào thích nghỉ ngơi và câu cá.    Nói chung là không đặc sắc hơn các khu resort khác xung quanh đây theo cảm nhận của cá nhân tôi.
195	1	Con đường khá xa thị trấn, chắc cỡ trên 20km. Lúc mình đi (sau Tết nguyên đán) hoa mận vẫn còn, cả con đường bạt ngàn rừng mận 2 bên tuyệt đẹp. Dừng xe vào vườn chụp ảnh, hái ít mận... không thấy có người chặn. Rất vui.
196	1	Khách sạn đẹp, tốt. Ăn cũng khá là ngon. Nhưng mà khách sạn không có bể bơi đâu nhé.  Phòng lễ tân cũng khá là rộng.
